"date","variable","value","value01"
1971-06-01,"pce",700.8,0.0165950180623128
1971-07-01,"pce",699.9,0.0165177920216919
1971-08-01,"pce",706,0.017041212963678
1971-09-01,"pce",714.1,0.0177362473292661
1971-10-01,"pce",716.9,0.0179765061223089
1971-11-01,"pce",722.1,0.0184227010236741
1971-12-01,"pce",729.6,0.0190662513621816
1972-01-01,"pce",732.6,0.0193236714975845
1972-02-01,"pce",737.3,0.0197269630430492
1972-03-01,"pce",750.4,0.0208510309676423
1972-04-01,"pce",753.8,0.0211427737877657
1972-05-01,"pce",759.2,0.0216061300314911
1972-06-01,"pce",762.9,0.0219236148651548
1972-07-01,"pce",771.2,0.022635810573103
1972-08-01,"pce",777.7,0.0231935541998095
1972-09-01,"pce",782.5,0.0236054264164543
1972-10-01,"pce",796.3,0.0247895590393081
1972-11-01,"pce",801.8,0.0252614959542135
1972-12-01,"pce",807.5,0.0257505942114792
1973-01-01,"pce",817.9,0.0266429840142096
1973-02-01,"pce",827.2,0.0274409864339589
1973-03-01,"pce",834.2,0.0280416334165658
1973-04-01,"pce",837.2,0.0282990535519688
1973-05-01,"pce",843.1,0.0288053131515947
1973-06-01,"pce",845.8,0.0290369912734574
1973-07-01,"pce",855.7,0.0298864777202873
1973-08-01,"pce",854.9,0.0298178323508465
1973-09-01,"pce",870.9,0.0311907397396624
1973-10-01,"pce",869.8,0.0310963523566813
1973-11-01,"pce",878.6,0.0318514514205301
1973-12-01,"pce",878.4,0.0318342900781699
1974-01-01,"pce",886.4,0.0325207437725779
1974-02-01,"pce",891.6,0.0329669386739431
1974-03-01,"pce",903.3,0.0339708772020147
1974-04-01,"pce",912.7,0.0347774602929441
1974-05-01,"pce",924.3,0.0357728181498357
1974-06-01,"pce",929.9,0.0362533357359213
1974-07-01,"pce",939.8,0.0371028221827511
1974-08-01,"pce",956.6,0.0385443749410079
1974-09-01,"pce",956.8,0.0385615362833681
1974-10-01,"pce",961,0.0389219244729323
1974-11-01,"pce",958,0.0386645043375293
1974-12-01,"pce",963.6,0.0391450219236149
1975-01-01,"pce",977.4,0.0403291545464686
1975-02-01,"pce",991.3,0.0415218678405025
1975-03-01,"pce",992.6,0.0416334165658438
1975-04-01,"pce",997.2,0.0420281274401284
1975-05-01,"pce",1021.2,0.0440874885233523
1975-06-01,"pce",1029.1,0.0447653615465802
1975-07-01,"pce",1042.2,0.0458894294711732
1975-08-01,"pce",1049.4,0.0465072377961404
1975-09-01,"pce",1057.2,0.0471765301481882
1975-10-01,"pce",1063.2,0.0476913704189942
1975-11-01,"pce",1078,0.0489613097536489
1975-12-01,"pce",1094.4,0.0503685398271853
1976-01-01,"pce",1109.5,0.0516642211753803
1976-02-01,"pce",1110.1,0.0517157052024609
1976-03-01,"pce",1117.3,0.0523335135274281
1976-04-01,"pce",1127.8,0.0532344840013386
1976-05-01,"pce",1125.1,0.0530028058794759
1976-06-01,"pce",1142.9,0.0545301653495337
1976-07-01,"pce",1152.1,0.0553195870981028
1976-08-01,"pce",1160.5,0.0560403634772312
1976-09-01,"pce",1171.4,0.0569756566358621
1976-10-01,"pce",1179.5,0.0576706910014501
1976-11-01,"pce",1191.7,0.0587175328854223
1976-12-01,"pce",1214.1,0.0606396032297646
1977-01-01,"pce",1217.4,0.0609227653787079
1977-02-01,"pce",1233.7,0.0623214147810642
1977-03-01,"pce",1240.7,0.0629220617636712
1977-04-01,"pce",1249.7,0.0636943221698801
1977-05-01,"pce",1259.6,0.06454380861671
1977-06-01,"pce",1266.3,0.0651187135857767
1977-07-01,"pce",1283.2,0.0665688470152135
1977-08-01,"pce",1288.5,0.0670236225877588
1977-09-01,"pce",1297.4,0.0677873023227877
1977-10-01,"pce",1314.3,0.0692374357522245
1977-11-01,"pce",1330,0.0705846011275002
1977-12-01,"pce",1339.3,0.0713826035472495
1978-01-01,"pce",1333,0.0708420212629032
1978-02-01,"pce",1358.9,0.073064415098549
1978-03-01,"pce",1381.4,0.0749950661140714
1978-04-01,"pce",1400.2,0.0766082322959302
1978-05-01,"pce",1415.9,0.0779553976712059
1978-06-01,"pce",1429.8,0.0791481109652397
1978-07-01,"pce",1430.8,0.0792339176770407
1978-08-01,"pce",1451,0.0809672132554208
1978-09-01,"pce",1456.9,0.0814734728550467
1978-10-01,"pce",1471,0.0826833474914408
1978-11-01,"pce",1484.7,0.0838588994431144
1978-12-01,"pce",1500.5,0.0852146454895702
1979-01-01,"pce",1506.3,0.085712324418016
1979-02-01,"pce",1521.6,0.0870251671085712
1979-03-01,"pce",1535,0.0881749770467046
1979-04-01,"pce",1542.3,0.0888013660428519
1979-05-01,"pce",1562.7,0.0905518229635922
1979-06-01,"pce",1579.6,0.092001956393029
1979-07-01,"pce",1590.1,0.0929029268669395
1979-08-01,"pce",1619.7,0.0954428055362491
1979-09-01,"pce",1638.1,0.0970216490333874
1979-10-01,"pce",1646,0.0976995220566153
1979-11-01,"pce",1661.7,0.0990466874318909
1979-12-01,"pce",1670.7,0.0998189478380999
1980-01-01,"pce",1701.6,0.102470375232751
1980-02-01,"pce",1705.6,0.102813602079955
1980-03-01,"pce",1712.4,0.103397087720201
1980-04-01,"pce",1699.5,0.102290181137969
1980-05-01,"pce",1704.3,0.102702053354613
1980-06-01,"pce",1723,0.104306638865292
1980-07-01,"pce",1751.2,0.10672638813808
1980-08-01,"pce",1767.7,0.108142198882797
1980-09-01,"pce",1784.1,0.109549428956333
1980-10-01,"pce",1820.4,0.112664212594709
1980-11-01,"pce",1830.2,0.113505118370359
1980-12-01,"pce",1855.5,0.115676028178924
1981-01-01,"pce",1874.7,0.117323517045503
1981-02-01,"pce",1889.4,0.118584875708978
1981-03-01,"pce",1908.1,0.120189461219657
1981-04-01,"pce",1909.1,0.120275267931458
1981-05-01,"pce",1918.2,0.121056109008847
1981-06-01,"pce",1938.5,0.122797985258407
1981-07-01,"pce",1945.7,0.123415793583374
1981-08-01,"pce",1969.8,0.125483735337778
1981-09-01,"pce",1968.2,0.125346444598897
1981-10-01,"pce",1966.2,0.125174831175295
1981-11-01,"pce",1972.4,0.125706832788461
1981-12-01,"pce",1989.9,0.127208450244978
1982-01-01,"pce",1997.4,0.127852000583486
1982-02-01,"pce",2021.4,0.12991136166671
1982-03-01,"pce",2024.4,0.130168781802113
1982-04-01,"pce",2027.2,0.130409040595155
1982-05-01,"pce",2045.9,0.132013626105834
1982-06-01,"pce",2050.2,0.132382594966578
1982-07-01,"pce",2075.1,0.134519182090423
1982-08-01,"pce",2083.7,0.135257119811912
1982-09-01,"pce",2108.9,0.137419448949297
1982-10-01,"pce",2130.7,0.139290035266559
1982-11-01,"pce",2154.7,0.141349396349782
1982-12-01,"pce",2167.4,0.142439141589655
1983-01-01,"pce",2180.1,0.143528886829528
1983-02-01,"pce",2183.1,0.143786306964931
1983-03-01,"pce",2208.6,0.145974378115856
1983-04-01,"pce",2231.8,0.147965093829639
1983-05-01,"pce",2251,0.149612582696218
1983-06-01,"pce",2280.8,0.152169622707888
1983-07-01,"pce",2309,0.154589371980676
1983-08-01,"pce",2324.8,0.155945118027132
1983-09-01,"pce",2339.1,0.157172154005886
1983-10-01,"pce",2361.8,0.159119966363769
1983-11-01,"pce",2370.4,0.159857904085258
1983-12-01,"pce",2397.9,0.162217588659785
1984-01-01,"pce",2423.8,0.164439982495431
1984-02-01,"pce",2408.1,0.163092817120155
1984-03-01,"pce",2436.4,0.165521147064123
1984-04-01,"pce",2462.6,0.167769282913309
1984-05-01,"pce",2479.8,0.169245158356287
1984-06-01,"pce",2501.2,0.171081421988828
1984-07-01,"pce",2500.5,0.171021357290567
1984-08-01,"pce",2518.4,0.172557297431805
1984-09-01,"pce",2540.3,0.174436464420247
1984-10-01,"pce",2538.2,0.174256270325465
1984-11-01,"pce",2578.6,0.177722861482225
1984-12-01,"pce",2590,0.178701057996756
1985-01-01,"pce",2626.3,0.181815841635133
1985-02-01,"pce",2648.6,0.183729331308295
1985-03-01,"pce",2656.8,0.184432946345063
1985-04-01,"pce",2668.4,0.185428304201955
1985-05-01,"pce",2705.9,0.188646055894492
1985-06-01,"pce",2699.3,0.188079731596605
1985-07-01,"pce",2725.9,0.190362190130512
1985-08-01,"pce",2762.7,0.193519877124789
1985-09-01,"pce",2805.6,0.197200985061051
1985-10-01,"pce",2767.1,0.193897426656713
1985-11-01,"pce",2782.7,0.195236011360809
1985-12-01,"pce",2822.8,0.198676860504029
1986-01-01,"pce",2838.3,0.200006864536944
1986-02-01,"pce",2831.2,0.199397636883157
1986-03-01,"pce",2834.7,0.19969796037446
1986-04-01,"pce",2846.5,0.200710479573712
1986-05-01,"pce",2869,0.202641130589235
1986-06-01,"pce",2873.5,0.203027260792339
1986-07-01,"pce",2893.4,0.204734814357179
1986-08-01,"pce",2911.1,0.206253593156057
1986-09-01,"pce",2984.6,0.21256038647343
1986-10-01,"pce",2945.9,0.209239666726731
1986-11-01,"pce",2941.7,0.208879278537167
1986-12-01,"pce",3010.8,0.214808522322616
1987-01-01,"pce",2949.9,0.209582893573935
1987-02-01,"pce",3016.5,0.215297620579882
1987-03-01,"pce",3028.4,0.216318720450314
1987-04-01,"pce",3054.1,0.218523952943599
1987-05-01,"pce",3063.9,0.219364858719249
1987-06-01,"pce",3088.4,0.221467123158373
1987-07-01,"pce",3110.7,0.223380612831536
1987-08-01,"pce",3147,0.226495396469912
1987-09-01,"pce",3142.9,0.226143588951528
1987-10-01,"pce",3151.1,0.226847203988296
1987-11-01,"pce",3160.9,0.227688109763946
1987-12-01,"pce",3190.9,0.230262311117976
1988-01-01,"pce",3230.7,0.233677418247655
1988-02-01,"pce",3238.5,0.234346710599703
1988-03-01,"pce",3277.8,0.237718914373482
1988-04-01,"pce",3280.4,0.237942011824165
1988-05-01,"pce",3311,0.240567697205275
1988-06-01,"pce",3335.6,0.24267854231558
1988-07-01,"pce",3359.3,0.244712161385264
1988-08-01,"pce",3384.3,0.246857329180288
1988-09-01,"pce",3391.4,0.247466556834076
1988-10-01,"pce",3430.4,0.250813018594314
1988-11-01,"pce",3447,0.252237410010211
1988-12-01,"pce",3476.3,0.25475154666598
1989-01-01,"pce",3499.9,0.256776585064484
1989-02-01,"pce",3503.9,0.257119811911688
1989-03-01,"pce",3514.5,0.258029363056778
1989-04-01,"pce",3558.6,0.261813439047202
1989-05-01,"pce",3567.5,0.262577118782231
1989-06-01,"pce",3582.4,0.263855638788066
1989-07-01,"pce",3601.7,0.265511708325825
1989-08-01,"pce",3636.8,0.26852352391004
1989-09-01,"pce",3638.1,0.268635072635381
1989-10-01,"pce",3650,0.269656172505813
1989-11-01,"pce",3659.7,0.270488497610283
1989-12-01,"pce",3700.7,0.274006572794124
1990-01-01,"pce",3747.2,0.27799658489287
1990-02-01,"pce",3744.8,0.277790648784548
1990-03-01,"pce",3771.5,0.280081687989635
1990-04-01,"pce",3786.7,0.28138595000901
1990-05-01,"pce",3792.5,0.281883628937455
1990-06-01,"pce",3821.3,0.284354862237324
1990-07-01,"pce",3838.5,0.285830737680301
1990-08-01,"pce",3865,0.288104615543028
1990-09-01,"pce",3886.7,0.289966621189109
1990-10-01,"pce",3887.1,0.29000094387383
1990-11-01,"pce",3888.4,0.290112492599171
1990-12-01,"pce",3877.8,0.289202941454081
1991-01-01,"pce",3857.6,0.2874696458757
1991-02-01,"pce",3883.3,0.289674878368986
1991-03-01,"pce",3929.7,0.293656309796552
1991-04-01,"pce",3923.9,0.293158630868107
1991-05-01,"pce",3950,0.295398186046113
1991-06-01,"pce",3957.1,0.2960074136999
1991-07-01,"pce",3982.4,0.298178323508465
1991-08-01,"pce",3985.4,0.298435743643868
1991-09-01,"pce",4001.2,0.299791489690324
1991-10-01,"pce",3992.9,0.299079293982375
1991-11-01,"pce",4020.6,0.301456139899263
1991-12-01,"pce",4037.7,0.30292343467106
1992-01-01,"pce",4101.9,0.308432225568684
1992-02-01,"pce",4116.8,0.309710745574519
1992-03-01,"pce",4134.3,0.311212363031036
1992-04-01,"pce",4149,0.312473721694511
1992-05-01,"pce",4176.1,0.314799083584318
1992-06-01,"pce",4195,0.316420830437357
1992-07-01,"pce",4223,0.318823418367785
1992-08-01,"pce",4239.3,0.320222067770141
1992-09-01,"pce",4273.9,0.323190979998455
1992-10-01,"pce",4303.5,0.325730858667765
1992-11-01,"pce",4319.5,0.327103766056581
1992-12-01,"pce",4355.6,0.330201388352597
1993-01-01,"pce",4359.7,0.330553195870981
1993-02-01,"pce",4374.3,0.331805973863276
1993-03-01,"pce",4371.4,0.331557134399053
1993-04-01,"pce",4412.4,0.335075209582894
1993-05-01,"pce",4441.3,0.337555023553942
1993-06-01,"pce",4458.8,0.33905664101046
1993-07-01,"pce",4487.7,0.341536454981509
1993-08-01,"pce",4499.9,0.342583296865481
1993-09-01,"pce",4530.5,0.345208982246591
1993-10-01,"pce",4552,0.347053826550313
1993-11-01,"pce",4573.4,0.348890090182854
1993-12-01,"pce",4590.7,0.350374546297011
1994-01-01,"pce",4604.8,0.351584420933405
1994-02-01,"pce",4652.3,0.355660239743953
1994-03-01,"pce",4665.4,0.356784307668546
1994-04-01,"pce",4690.7,0.358955217477111
1994-05-01,"pce",4689.2,0.35882650740941
1994-06-01,"pce",4728.8,0.362224453196729
1994-07-01,"pce",4740.8,0.363254133738341
1994-08-01,"pce",4783,0.366875176976343
1994-09-01,"pce",4795.5,0.367947760873856
1994-10-01,"pce",4833.3,0.371191254579933
1994-11-01,"pce",4846,0.372280999819806
1994-12-01,"pce",4862.3,0.373679649222162
1995-01-01,"pce",4871.9,0.374503393655452
1995-02-01,"pce",4871.7,0.374486232313092
1995-03-01,"pce",4906.5,0.377472305883766
1995-04-01,"pce",4911.5,0.377901339442771
1995-05-01,"pce",4954.4,0.381582447379034
1995-06-01,"pce",4999,0.385409426725358
1995-07-01,"pce",4991.8,0.384791618400391
1995-08-01,"pce",5027.1,0.387820595326966
1995-09-01,"pce",5042.5,0.389142018688702
1995-10-01,"pce",5035.9,0.388575694390815
1995-11-01,"pce",5077.8,0.392170995615277
1995-12-01,"pce",5120.1,0.395800619524459
1996-01-01,"pce",5108.9,0.394839584352288
1996-02-01,"pce",5156.1,0.398889661149295
1996-03-01,"pce",5196.4,0.402347671634875
1996-04-01,"pce",5231.6,0.40536806789027
1996-05-01,"pce",5247.2,0.406706652594366
1996-06-01,"pce",5253.7,0.407264396221072
1996-07-01,"pce",5275.8,0.409160724551874
1996-08-01,"pce",5299,0.411151440265658
1996-09-01,"pce",5320,0.412953381213479
1996-10-01,"pce",5351.5,0.41565629263521
1996-11-01,"pce",5375,0.417672750362533
1996-12-01,"pce",5401.7,0.41996378956762
1997-01-01,"pce",5434.9,0.422812572399413
1997-02-01,"pce",5457.7,0.424768965428476
1997-03-01,"pce",5477.6,0.426476518993316
1997-04-01,"pce",5482.8,0.426922713894681
1997-05-01,"pce",5484.3,0.427051423962382
1997-06-01,"pce",5518.2,0.429960271492436
1997-07-01,"pce",5573,0.434662479299131
1997-08-01,"pce",5611.8,0.437991779717009
1997-09-01,"pce",5625.6,0.439175912339863
1997-10-01,"pce",5661.2,0.442230631279979
1997-11-01,"pce",5685.2,0.444289992363203
1997-12-01,"pce",5716.4,0.446967161771394
1998-01-01,"pce",5714.4,0.446795548347792
1998-02-01,"pce",5748.4,0.449712976549026
1998-03-01,"pce",5775,0.451995435082932
1998-04-01,"pce",5812.9,0.45524750946019
1998-05-01,"pce",5863.3,0.45957216773496
1998-06-01,"pce",5897.2,0.462481015265014
1998-07-01,"pce",5915.6,0.464059858762152
1998-08-01,"pce",5951,0.467097416359908
1998-09-01,"pce",5991.8,0.470598330201388
1998-10-01,"pce",6025.8,0.473515758402622
1998-11-01,"pce",6042.7,0.474965891832059
1998-12-01,"pce",6098.2,0.479728164337014
1999-01-01,"pce",6099.1,0.479805390377635
1999-02-01,"pce",6128.2,0.482302365691044
1999-03-01,"pce",6159.7,0.485005277112776
1999-04-01,"pce",6223.6,0.49048832599686
1999-05-01,"pce",6253.4,0.493045366008529
1999-06-01,"pce",6281.9,0.495490857294858
1999-07-01,"pce",6309.5,0.497859122540565
1999-08-01,"pce",6354.8,0.50174616658515
1999-09-01,"pce",6407.4,0.506259599625883
1999-10-01,"pce",6431.2,0.508301799366746
1999-11-01,"pce",6467.2,0.511390840991582
1999-12-01,"pce",6568.2,0.520057318883483
2000-01-01,"pce",6564.7,0.51975699539218
2000-02-01,"pce",6648.7,0.526964759183463
2000-03-01,"pce",6714.8,0.532636582833509
2000-04-01,"pce",6701,0.531452450210655
2000-05-01,"pce",6737.2,0.534558653177852
2000-06-01,"pce",6773.6,0.537682017487408
2000-07-01,"pce",6793.7,0.539406732394608
2000-08-01,"pce",6828.7,0.542409967307643
2000-09-01,"pce",6913.1,0.549652053783647
2000-10-01,"pce",6919.6,0.550209797410353
2000-11-01,"pce",6934.5,0.551488317416188
2000-12-01,"pce",6979.1,0.555315296762513
2001-01-01,"pce",7009.8,0.557949562814803
2001-02-01,"pce",7029.3,0.559622793694923
2001-03-01,"pce",7022.1,0.559004985369956
2001-04-01,"pce",7036.2,0.56021486000635
2001-05-01,"pce",7083.1,0.564239194789817
2001-06-01,"pce",7097.1,0.565440488755031
2001-07-01,"pce",7109.2,0.566478749967822
2001-08-01,"pce",7146.1,0.569645017633279
2001-09-01,"pce",7054.8,0.561810864845848
2001-10-01,"pce",7250.2,0.578577496331763
2001-11-01,"pce",7209.6,0.575093743832643
2001-12-01,"pce",7190,0.573411932281343
2002-01-01,"pce",7217.7,0.575788778198231
2002-02-01,"pce",7259.7,0.579392660093873
2002-03-01,"pce",7276.7,0.58085137419449
2002-04-01,"pce",7345.6,0.586763456637578
2002-05-01,"pce",7321.8,0.584721256896715
2002-06-01,"pce",7366.1,0.588522494229499
2002-07-01,"pce",7424.2,0.593507864185137
2002-08-01,"pce",7449,0.595635870637801
2002-09-01,"pce",7426.1,0.593670896937558
2002-10-01,"pce",7469.3,0.597377746887362
2002-11-01,"pce",7499.8,0.599994851597292
2002-12-01,"pce",7552.6,0.604525445980385
2003-01-01,"pce",7579.5,0.606833646527831
2003-02-01,"pce",7573.6,0.606327386928206
2003-03-01,"pce",7627.5,0.610952368694279
2003-04-01,"pce",7661.7,0.613886958237873
2003-05-01,"pce",7669.2,0.614530508576381
2003-06-01,"pce",7722.9,0.619138329000094
2003-07-01,"pce",7783.8,0.624363957748775
2003-08-01,"pce",7878.9,0.63252417604105
2003-09-01,"pce",7874,0.632103723153225
2003-10-01,"pce",7890.6,0.633528114569122
2003-11-01,"pce",7950.4,0.638659355934821
2003-12-01,"pce",7974.3,0.640710136346865
2004-01-01,"pce",8037.3,0.646115959190328
2004-02-01,"pce",8072.1,0.649102032761003
2004-03-01,"pce",8121,0.653297980968071
2004-04-01,"pce",8141.6,0.655065599231172
2004-05-01,"pce",8212.9,0.661183617782583
2004-06-01,"pce",8204.6,0.660471422074635
2004-07-01,"pce",8270.7,0.666143245724681
2004-08-01,"pce",8294.4,0.668176864794364
2004-09-01,"pce",8373,0.674921272341923
2004-10-01,"pce",8417.9,0.678773993701787
2004-11-01,"pce",8458.4,0.682249165529728
2004-12-01,"pce",8516.5,0.687234535485366
2005-01-01,"pce",8521.2,0.68763782703083
2005-02-01,"pce",8575.7,0.692314292823985
2005-03-01,"pce",8622.5,0.696330046936271
2005-04-01,"pce",8715.9,0.704344393818484
2005-05-01,"pce",8680.6,0.701315416891909
2005-06-01,"pce",8775.3,0.709441312499464
2005-07-01,"pce",8867.9,0.717387014012236
2005-08-01,"pce",8872.6,0.717790305557701
2005-09-01,"pce",8923.6,0.722166447859552
2005-10-01,"pce",8959.6,0.725255489484388
2005-11-01,"pce",8987.7,0.727666658085996
2005-12-01,"pce",9026.8,0.731021700517414
2006-01-01,"pce",9100.1,0.737311332492428
2006-02-01,"pce",9134.7,0.740280244720742
2006-03-01,"pce",9168.1,0.743146188894895
2006-04-01,"pce",9223.3,0.74788271938631
2006-05-01,"pce",9254.1,0.750525566109781
2006-06-01,"pce",9283.8,0.753074025450271
2006-07-01,"pce",9360.4,0.759646819574227
2006-08-01,"pce",9368.6,0.760350434610995
2006-09-01,"pce",9393.9,0.76252134441956
2006-10-01,"pce",9413.3,0.7641859946285
2006-11-01,"pce",9431.2,0.765721934769738
2006-12-01,"pce",9516.5,0.773041247286363
2007-01-01,"pce",9553.1,0.776181772938279
2007-02-01,"pce",9590.8,0.779416685973177
2007-03-01,"pce",9631.6,0.782917599814658
2007-04-01,"pce",9670.6,0.786264061574896
2007-05-01,"pce",9708.9,0.789550458636875
2007-06-01,"pce",9723.3,0.790786075286809
2007-07-01,"pce",9759.6,0.793900858925185
2007-08-01,"pce",9800.6,0.797418934109026
2007-09-01,"pce",9837.5,0.800585201774483
2007-10-01,"pce",9853.9,0.801992431848019
2007-11-01,"pce",9928.6,0.808402193219554
2007-12-01,"pce",9947.6,0.810032520743773
2008-01-01,"pce",9963.2,0.811371105447868
2008-02-01,"pce",9955.7,0.810727555109361
2008-03-01,"pce",10004.2,0.814889180631709
2008-04-01,"pce",10044.6,0.818355771788469
2008-05-01,"pce",10093.3,0.822534558653178
2008-06-01,"pce",10149.4,0.827348315185214
2008-07-01,"pce",10151.1,0.827494186595276
2008-08-01,"pce",10140.3,0.826567474107825
2008-09-01,"pce",10083.2,0.821667910863988
2008-10-01,"pce",9983.3,0.813095820355068
2008-11-01,"pce",9851.2,0.801760753726157
2008-12-01,"pce",9744.2,0.79257943556345
2009-01-01,"pce",9792.1,0.796689577058718
2009-02-01,"pce",9775.7,0.795282346985181
2009-03-01,"pce",9742.9,0.792467886838108
2009-04-01,"pce",9741.9,0.792382080126308
2009-05-01,"pce",9759.7,0.793909439596365
2009-06-01,"pce",9807.6,0.798019581091633
2009-07-01,"pce",9835.2,0.800387846337341
2009-08-01,"pce",9961.9,0.811259556722527
2009-09-01,"pce",9875.4,0.803837276151741
2009-10-01,"pce",9924.6,0.80805896637235
2009-11-01,"pce",9946.1,0.809903810676071
2009-12-01,"pce",10000.6,0.814580276469225
2010-01-01,"pce",10003.4,0.814820535262268
2010-02-01,"pce",10034.7,0.817506285341639
2010-03-01,"pce",10095.5,0.82272333341914
2010-04-01,"pce",10106.9,0.823701529933671
2010-05-01,"pce",10140.2,0.826558893436645
2010-06-01,"pce",10165.9,0.82876412592993
2010-07-01,"pce",10184.3,0.830342969427069
2010-08-01,"pce",10247.1,0.835731630928171
2010-09-01,"pce",10268.9,0.837602217245433
2010-10-01,"pce",10343.7,0.844020559288148
2010-11-01,"pce",10399.8,0.848834315820183
2010-12-01,"pce",10436.1,0.85194909945856
2011-01-01,"pce",10474.7,0.855261238534078
2011-02-01,"pce",10512.4,0.858496151568976
2011-03-01,"pce",10583.5,0.864597008778027
2011-04-01,"pce",10624.6,0.868123664633048
2011-05-01,"pce",10653.1,0.870569155919376
2011-06-01,"pce",10676.4,0.872568452304339
2011-07-01,"pce",10727.1,0.87691885259265
2011-08-01,"pce",10745.6,0.878506276760968
2011-09-01,"pce",10790.6,0.882367578792013
2011-10-01,"pce",10827.6,0.88554242712865
2011-11-01,"pce",10828.7,0.885636814511631
2011-12-01,"pce",10827.3,0.88551668511511
2012-01-01,"pce",10905.5,0.892226769977948
2012-02-01,"pce",10979.2,0.898550724637681
2012-03-01,"pce",10994.3,0.899846405985876
2012-04-01,"pce",11030.2,0.902926866939532
2012-05-01,"pce",11029,0.902823898885371
2012-06-01,"pce",11032.5,0.903124222376674
2012-07-01,"pce",11074.8,0.906753846285856
2012-08-01,"pce",11104.8,0.909328047639886
2012-09-01,"pce",11179.6,0.915746389682601
2012-10-01,"pce",11199.9,0.917488265932161
2012-11-01,"pce",11222.8,0.919453239632404
2012-12-01,"pce",11245.2,0.921375309976746
2013-01-01,"pce",11303.2,0.926352099261204
2013-02-01,"pce",11371.4,0.932204117006032
2013-03-01,"pce",11378.8,0.93283908667336
2013-04-01,"pce",11373.3,0.932367149758454
2013-05-01,"pce",11407.1,0.935267416617328
2013-06-01,"pce",11462.4,0.940012527779923
2013-07-01,"pce",11484.7,0.941926017453085
2013-08-01,"pce",11511.6,0.944234218000532
2013-09-01,"pce",11559.6,0.94835294016698
2013-10-01,"pce",11602.1,0.951999725418522
2013-11-01,"pce",11671.5,0.957954711217511
2013-12-01,"pce",11686.3,0.959224650552166
2014-01-01,"pce",11663.9,0.957302580207824
2014-02-01,"pce",11714.4,0.961635819153774
2014-03-01,"pce",11807.1,0.969590101337727
2014-04-01,"pce",11825.2,0.971143202821325
2014-05-01,"pce",11864.3,0.974498245252744
2014-06-01,"pce",11922.6,0.979500776550742
2014-07-01,"pce",11944.4,0.981371362868004
2014-08-01,"pce",12017,0.987600930144756
2014-09-01,"pce",12044.6,0.989969195390463
2014-10-01,"pce",12096.4,0.994413983061755
2014-11-01,"pce",12142.2,0.998343930462241
2014-12-01,"pce",12122,0.996610634883861
2015-01-01,"pce",12080.8,0.993075398357659
2015-02-01,"pce",12095.9,0.994371079705855
2015-03-01,"pce",12161.5,1
2015-04-01,"pce",12158.9,0.999776902549317
1967-07-01,"pop",198712,0
1967-08-01,"pop",198911,0.00162881113157356
1967-09-01,"pop",199113,0.00328217720482914
1967-10-01,"pop",199311,0.00490280335584203
1967-11-01,"pop",199498,0.00643339472068754
1967-12-01,"pop",199657,0.00773480662983425
1968-01-01,"pop",199808,0.0089707386944956
1968-02-01,"pop",199920,0.00988745651729077
1968-03-01,"pop",200056,0.0110006138735421
1968-04-01,"pop",200208,0.0122447309187641
1968-05-01,"pop",200361,0.0134970329445468
