date_hour,pageviews
2013-02-21 17:00:00,116
2013-02-21 18:00:00,123
2013-02-21 19:00:00,105
2013-02-21 21:00:00,116
2013-02-21 22:00:00,78
2013-02-22 01:00:00,91
2013-02-22 02:00:00,92
2013-02-22 03:00:00,117
2013-02-22 05:00:00,94
2013-02-22 07:00:00,115
2013-02-22 08:00:00,86
2013-02-22 09:00:00,109
2013-02-22 10:00:00,146
2013-02-22 11:00:00,107
2013-02-22 12:00:00,115
2013-02-22 13:00:00,125
2013-02-22 14:00:00,150
2013-02-22 16:00:00,189
2013-02-22 17:00:00,107
2013-02-22 18:00:00,80
2013-02-22 19:00:00,113
2013-02-23 01:00:00,76
2013-02-23 06:00:00,86
2013-02-23 07:00:00,91
2013-02-23 13:00:00,150
2013-02-23 14:00:00,95
2013-02-23 16:00:00,90
2013-02-23 20:00:00,127
2013-02-23 21:00:00,320
2013-02-23 22:00:00,443
2013-02-23 23:00:00,300
2013-02-24 00:00:00,191
2013-02-24 01:00:00,88
2013-02-24 02:00:00,67
2013-02-24 03:00:00,160
2013-02-24 04:00:00,142
2013-02-24 06:00:00,87
2013-02-24 07:00:00,150
2013-02-24 08:00:00,139
2013-02-24 09:00:00,129
2013-02-24 10:00:00,166
2013-02-24 11:00:00,167
2013-02-24 12:00:00,141
2013-02-24 13:00:00,151
2013-02-24 14:00:00,191
2013-02-24 15:00:00,155
2013-02-24 16:00:00,80
2013-02-24 17:00:00,127
2013-02-24 18:00:00,138
2013-02-24 19:00:00,80
2013-02-24 20:00:00,131
2013-02-24 21:00:00,202
2013-02-24 22:00:00,149
2013-02-24 23:00:00,145
2013-02-25 00:00:00,208
2013-02-25 01:00:00,207
2013-02-25 02:00:00,118
2013-02-25 03:00:00,117
2013-02-25 04:00:00,134
2013-02-25 06:00:00,113
2013-02-25 07:00:00,88
2013-02-25 08:00:00,120
2013-02-25 09:00:00,109
2013-02-25 10:00:00,261
2013-02-25 11:00:00,170
2013-02-25 12:00:00,112
2013-02-25 13:00:00,136
2013-02-25 14:00:00,90
2013-02-25 15:00:00,120
2013-02-25 16:00:00,90
2013-02-25 20:00:00,135
2013-02-25 23:00:00,139
2013-02-26 00:00:00,114
2013-02-26 01:00:00,233
2013-02-26 02:00:00,213
2013-02-26 03:00:00,273
2013-02-26 04:00:00,150
2013-02-26 05:00:00,118
2013-02-26 06:00:00,139
2013-02-26 07:00:00,201
2013-02-26 08:00:00,330
2013-02-26 09:00:00,265
2013-02-26 10:00:00,165
2013-02-26 11:00:00,259
2013-02-26 12:00:00,176
2013-02-26 13:00:00,131
2013-02-26 14:00:00,151
2013-02-26 15:00:00,279
2013-02-26 16:00:00,227
2013-02-26 17:00:00,148
2013-02-26 18:00:00,155
2013-02-26 19:00:00,91
2013-02-26 20:00:00,248
2013-02-26 21:00:00,214
2013-02-26 22:00:00,276
2013-02-26 23:00:00,108
2013-02-27 00:00:00,135
2013-02-27 01:00:00,231
2013-02-27 02:00:00,122
2013-02-27 03:00:00,157
2013-02-27 04:00:00,99
2013-02-27 07:00:00,138
2013-02-27 08:00:00,213
2013-02-27 09:00:00,126
2013-02-27 10:00:00,114
2013-02-27 11:00:00,143
2013-02-27 12:00:00,99
2013-02-27 13:00:00,91
2013-02-27 14:00:00,92
2013-02-27 15:00:00,150
2013-02-27 16:00:00,92
2013-02-27 17:00:00,105
2013-02-27 18:00:00,112
2013-02-27 19:00:00,74
2013-02-27 20:00:00,220
2013-02-27 22:00:00,78
2013-02-27 23:00:00,92
2013-02-28 02:00:00,91
2013-02-28 03:00:00,116
2013-02-28 07:00:00,105
2013-02-28 08:00:00,203
2013-02-28 10:00:00,166
2013-02-28 11:00:00,393
2013-02-28 12:00:00,142
2013-02-28 13:00:00,101
2013-02-28 14:00:00,152
2013-02-28 15:00:00,144
2013-02-28 16:00:00,77
2013-02-28 17:00:00,85
2013-02-28 18:00:00,160
2013-02-28 19:00:00,144
2013-02-28 20:00:00,167
2013-02-28 22:00:00,114
2013-02-28 23:00:00,77
2013-03-01 01:00:00,89
2013-03-01 02:00:00,82
2013-03-01 03:00:00,101
2013-03-01 05:00:00,85
2013-03-01 07:00:00,106
2013-03-01 08:00:00,115
2013-03-01 09:00:00,78
2013-03-01 13:00:00,174
2013-03-01 14:00:00,180
2013-03-01 15:00:00,71
2013-03-01 16:00:00,144
2013-03-01 17:00:00,86
2013-03-01 20:00:00,152
2013-03-01 21:00:00,85
2013-03-02 13:00:00,135
2013-03-02 14:00:00,96
2013-03-02 15:00:00,96
2013-03-02 17:00:00,101
2013-03-02 18:00:00,525
2013-03-02 19:00:00,411
2013-03-02 20:00:00,281
2013-03-02 21:00:00,155
2013-03-02 22:00:00,247
2013-03-02 23:00:00,80
2013-03-03 00:00:00,100
2013-03-03 01:00:00,117
2013-03-03 03:00:00,152
2013-03-03 04:00:00,81
2013-03-03 05:00:00,109
2013-03-03 06:00:00,79
2013-03-03 07:00:00,87
2013-03-03 08:00:00,139
2013-03-03 09:00:00,144
2013-03-03 10:00:00,106
2013-03-03 11:00:00,115
2013-03-03 13:00:00,80
2013-03-03 14:00:00,109
2013-03-03 15:00:00,170
2013-03-03 16:00:00,190
2013-03-03 17:00:00,153
2013-03-03 18:00:00,184
2013-03-03 19:00:00,209
2013-03-03 20:00:00,222
2013-03-03 21:00:00,150
2013-03-04 01:00:00,98
2013-03-04 02:00:00,105
2013-03-04 03:00:00,145
2013-03-04 04:00:00,92
2013-03-04 05:00:00,97
2013-03-04 08:00:00,81
2013-03-04 09:00:00,74
2013-03-04 11:00:00,166
2013-03-04 12:00:00,134
2013-03-04 13:00:00,108
2013-03-04 14:00:00,225
2013-03-04 15:00:00,102
2013-03-04 16:00:00,84
2013-03-04 17:00:00,94
2013-03-04 18:00:00,146
2013-03-04 19:00:00,117
2013-03-04 20:00:00,422
2013-03-04 21:00:00,232
2013-03-04 22:00:00,122
2013-03-04 23:00:00,175
2013-03-05 00:00:00,99
2013-03-05 01:00:00,148
2013-03-05 02:00:00,133
2013-03-05 03:00:00,3248
2013-03-05 04:00:00,4776
2013-03-05 05:00:00,2860
2013-03-05 06:00:00,2514
2013-03-05 07:00:00,2463
2013-03-05 08:00:00,2728
2013-03-05 09:00:00,3409
2013-03-05 10:00:00,3169
2013-03-05 11:00:00,2644
2013-03-05 12:00:00,2751
2013-03-05 13:00:00,1518
2013-03-05 14:00:00,792
2013-03-05 15:00:00,857
2013-03-05 16:00:00,592
2013-03-05 17:00:00,538
2013-03-05 18:00:00,467
2013-03-05 19:00:00,406
2013-03-05 20:00:00,519
2013-03-05 21:00:00,507
2013-03-05 22:00:00,443
2013-03-05 23:00:00,470
2013-03-06 00:00:00,368
2013-03-06 01:00:00,318
2013-03-06 02:00:00,384
2013-03-06 03:00:00,249
2013-03-06 04:00:00,236
2013-03-06 05:00:00,168
2013-03-06 06:00:00,207
2013-03-06 07:00:00,227
2013-03-06 08:00:00,230
2013-03-06 09:00:00,310
2013-03-06 10:00:00,282
2013-03-06 11:00:00,253
2013-03-06 12:00:00,164
2013-03-06 13:00:00,298
2013-03-06 14:00:00,231
2013-03-06 15:00:00,340
2013-03-06 16:00:00,243
2013-03-06 17:00:00,255
2013-03-06 18:00:00,165
2013-03-06 19:00:00,155
2013-03-06 20:00:00,158
2013-03-06 21:00:00,115
2013-03-06 22:00:00,185
2013-03-06 23:00:00,115
2013-03-07 00:00:00,109
2013-03-07 01:00:00,170
2013-03-07 02:00:00,83
2013-03-07 03:00:00,88
2013-03-07 04:00:00,137
2013-03-07 06:00:00,123
2013-03-07 07:00:00,145
2013-03-07 08:00:00,116
2013-03-07 09:00:00,146
2013-03-07 10:00:00,115
2013-03-07 11:00:00,993
2013-03-07 12:00:00,549
2013-03-07 13:00:00,380
2013-03-07 14:00:00,344
2013-03-07 15:00:00,363
2013-03-07 16:00:00,741
2013-03-07 17:00:00,356
2013-03-07 18:00:00,388
2013-03-07 19:00:00,367
2013-03-07 20:00:00,271
2013-03-07 21:00:00,275
2013-03-07 22:00:00,151
2013-03-07 23:00:00,151
2013-03-08 00:00:00,140
2013-03-08 01:00:00,218
2013-03-08 02:00:00,115
2013-03-08 03:00:00,183
2013-03-08 04:00:00,244
2013-03-08 05:00:00,122
2013-03-08 06:00:00,88
2013-03-08 07:00:00,158
2013-03-08 08:00:00,133
2013-03-08 09:00:00,280
2013-03-08 10:00:00,312
2013-03-08 11:00:00,386
2013-03-08 12:00:00,334
2013-03-08 13:00:00,185
2013-03-08 14:00:00,270
2013-03-08 15:00:00,169
2013-03-08 16:00:00,200
2013-03-08 17:00:00,177
2013-03-08 18:00:00,204
2013-03-08 19:00:00,131
2013-03-08 20:00:00,116
2013-03-08 21:00:00,119
2013-03-08 22:00:00,169
2013-03-08 23:00:00,121
2013-03-09 00:00:00,102
2013-03-09 01:00:00,88
2013-03-09 04:00:00,121
2013-03-09 06:00:00,110
2013-03-09 07:00:00,113
2013-03-09 08:00:00,119
2013-03-09 09:00:00,113
2013-03-09 10:00:00,92
2013-03-09 11:00:00,141
2013-03-09 12:00:00,81
2013-03-09 13:00:00,103
2013-03-09 14:00:00,237
2013-03-09 15:00:00,244
2013-03-09 16:00:00,158
2013-03-09 17:00:00,176
2013-03-09 18:00:00,177
2013-03-09 19:00:00,205
2013-03-09 20:00:00,87
2013-03-09 22:00:00,92
2013-03-10 00:00:00,75
2013-03-10 05:00:00,184
2013-03-10 06:00:00,82
2013-03-10 12:00:00,120
2013-03-10 13:00:00,99
2013-03-10 14:00:00,152
2013-03-10 15:00:00,144
2013-03-10 16:00:00,84
2013-03-10 18:00:00,142
2013-03-10 21:00:00,89
2013-03-10 22:00:00,94
2013-03-11 02:00:00,83
2013-03-11 03:00:00,149
2013-03-11 07:00:00,112
2013-03-11 08:00:00,95
2013-03-11 09:00:00,103
2013-03-11 10:00:00,135
2013-03-11 11:00:00,160
2013-03-11 12:00:00,167
2013-03-11 13:00:00,103
2013-03-11 14:00:00,111
2013-03-11 15:00:00,127
2013-03-11 16:00:00,160
2013-03-11 17:00:00,73
2013-03-11 18:00:00,130
2013-03-11 20:00:00,77
2013-03-11 22:00:00,194
2013-03-11 23:00:00,264
2013-03-12 00:00:00,246
2013-03-12 01:00:00,135
2013-03-12 02:00:00,140
2013-03-12 04:00:00,146
2013-03-12 05:00:00,196
2013-03-12 06:00:00,132
2013-03-12 07:00:00,112
2013-03-12 08:00:00,151
2013-03-12 09:00:00,146
2013-03-12 10:00:00,228
2013-03-12 11:00:00,207
2013-03-12 12:00:00,264
2013-03-12 13:00:00,148
2013-03-12 14:00:00,139
2013-03-12 15:00:00,125
2013-03-12 16:00:00,123
2013-03-12 17:00:00,175
2013-03-12 18:00:00,91
2013-03-12 19:00:00,91
2013-03-12 20:00:00,127
2013-03-12 21:00:00,115
2013-03-12 22:00:00,117
2013-03-12 23:00:00,191
2013-03-13 01:00:00,87
2013-03-13 08:00:00,136
2013-03-13 09:00:00,82
2013-03-13 10:00:00,111
2013-03-13 11:00:00,104
2013-03-13 12:00:00,75
2013-03-13 13:00:00,93
2013-03-13 14:00:00,125
2013-03-13 15:00:00,87
2013-03-13 17:00:00,77
2013-03-13 19:00:00,135
2013-03-13 20:00:00,112
2013-03-13 21:00:00,86
2013-03-13 23:00:00,114
2013-03-14 00:00:00,132
2013-03-14 01:00:00,81
2013-03-14 02:00:00,86
2013-03-14 03:00:00,140
2013-03-14 06:00:00,92
2013-03-14 09:00:00,123
2013-03-14 13:00:00,81
2013-03-14 15:00:00,100
2013-03-14 17:00:00,67
2013-03-14 19:00:00,85
2013-03-14 20:00:00,140
2013-03-15 00:00:00,138
2013-03-15 10:00:00,80
2013-03-15 11:00:00,76
2013-03-15 12:00:00,108
2013-03-15 13:00:00,77
2013-03-15 14:00:00,90
2013-03-15 17:00:00,106
2013-03-15 20:00:00,80
2013-03-16 08:00:00,98
2013-03-16 09:00:00,69
2013-03-16 12:00:00,98
2013-03-16 14:00:00,93
2013-03-16 16:00:00,107
2013-03-17 13:00:00,77
2013-03-17 20:00:00,130
2013-03-18 02:00:00,90
2013-03-18 03:00:00,91
2013-03-18 04:00:00,90
2013-03-18 09:00:00,83
2013-03-18 10:00:00,66
2013-03-18 11:00:00,74
2013-03-18 16:00:00,93
2013-03-19 12:00:00,98
2013-03-20 11:00:00,73
2013-03-21 10:00:00,105
2013-03-21 18:00:00,155
2013-03-21 19:00:00,154
2013-03-21 20:00:00,76
2013-03-22 04:00:00,86
2013-03-22 07:00:00,66
2013-03-22 12:00:00,79
2013-03-22 14:00:00,82
2013-03-22 17:00:00,78
2013-03-22 19:00:00,94
2013-03-23 11:00:00,123
2013-03-23 13:00:00,93
2013-03-24 17:00:00,102
2013-03-25 12:00:00,77
2013-03-26 11:00:00,94
2013-03-26 23:00:00,93
2013-03-27 05:00:00,97
2013-03-27 11:00:00,85
2013-03-27 12:00:00,196
2013-03-27 16:00:00,180
2013-03-27 21:00:00,102
2013-03-29 15:00:00,82
2013-03-30 16:00:00,73
2013-04-02 11:00:00,78
2013-04-03 05:00:00,72
2013-04-03 12:00:00,78
2013-04-10 14:00:00,103
2013-04-10 20:00:00,85
2013-04-11 13:00:00,74
2013-04-11 17:00:00,151
2013-04-13 11:00:00,211
2013-04-13 12:00:00,109
2013-04-13 23:00:00,80
2013-04-14 08:00:00,248
2013-04-14 09:00:00,1389
2013-04-14 10:00:00,2398
2013-04-14 11:00:00,1918
2013-04-14 12:00:00,2201
2013-04-14 13:00:00,2128
2013-04-14 14:00:00,2177
2013-04-14 15:00:00,2336
2013-04-14 16:00:00,1821
2013-04-14 17:00:00,1823
2013-04-14 18:00:00,1514
2013-04-14 19:00:00,1091
2013-04-14 20:00:00,856
2013-04-14 21:00:00,953
2013-04-14 22:00:00,1002
2013-04-14 23:00:00,1022
2013-04-15 00:00:00,854
2013-04-15 01:00:00,733
2013-04-15 02:00:00,993
2013-04-15 03:00:00,542
2013-04-15 04:00:00,604
2013-04-15 05:00:00,455
2013-04-15 06:00:00,434
2013-04-15 07:00:00,499
2013-04-15 08:00:00,588
2013-04-15 09:00:00,761
2013-04-15 10:00:00,586
2013-04-15 11:00:00,564
2013-04-15 12:00:00,503
2013-04-15 13:00:00,364
2013-04-15 14:00:00,423
2013-04-15 15:00:00,321
2013-04-15 16:00:00,163
2013-04-15 17:00:00,200
2013-04-15 18:00:00,146
2013-04-15 19:00:00,117
2013-04-15 20:00:00,160
2013-04-15 21:00:00,146
2013-04-15 22:00:00,153
2013-04-15 23:00:00,101
2013-04-16 00:00:00,90
2013-04-16 01:00:00,83
2013-04-16 02:00:00,168
2013-04-16 03:00:00,101
2013-04-16 05:00:00,84
2013-04-16 07:00:00,118
2013-04-16 08:00:00,136
2013-04-16 09:00:00,161
2013-04-16 10:00:00,132
2013-04-16 11:00:00,285
2013-04-16 12:00:00,137
2013-04-16 13:00:00,136
2013-04-16 14:00:00,113
2013-04-16 15:00:00,125
2013-04-16 16:00:00,107
2013-04-16 17:00:00,112
2013-04-16 18:00:00,82
2013-04-16 21:00:00,92
2013-04-16 22:00:00,69
2013-04-17 02:00:00,96
2013-04-17 10:00:00,85
2013-04-17 11:00:00,72
2013-04-17 12:00:00,116
2013-04-17 13:00:00,81
2013-04-17 15:00:00,99
2013-04-17 16:00:00,98
2013-04-18 01:00:00,79
2013-04-18 09:00:00,114
2013-04-18 11:00:00,283
2013-04-18 12:00:00,153
2013-04-18 13:00:00,174
2013-04-18 14:00:00,192
2013-04-18 15:00:00,182
2013-04-18 16:00:00,116
2013-04-18 17:00:00,98
2013-04-18 18:00:00,93
2013-04-18 19:00:00,114
2013-04-18 21:00:00,80
2013-04-19 02:00:00,92
2013-04-19 14:00:00,110
2013-04-19 15:00:00,124
2013-04-19 16:00:00,196
2013-04-19 17:00:00,155
2013-04-19 18:00:00,91
2013-04-19 22:00:00,84
2013-04-20 01:00:00,72
2013-04-20 09:00:00,103
2013-04-20 10:00:00,77
2013-04-20 12:00:00,111
2013-04-20 18:00:00,70
2013-04-20 20:00:00,131
2013-04-20 21:00:00,92
2013-04-21 17:00:00,114
2013-04-21 21:00:00,116
2013-04-21 22:00:00,84
2013-04-22 00:00:00,76
2013-04-22 01:00:00,86
2013-04-22 02:00:00,92
2013-04-22 09:00:00,211
2013-04-22 10:00:00,161
2013-04-22 11:00:00,179
2013-04-22 12:00:00,152
2013-04-22 14:00:00,195
2013-04-22 15:00:00,66
2013-04-22 17:00:00,101
2013-04-23 11:00:00,127
2013-04-23 12:00:00,83
2013-04-23 13:00:00,89
2013-04-23 14:00:00,87
2013-04-23 15:00:00,71
2013-04-23 16:00:00,90
2013-04-23 20:00:00,92
2013-04-23 21:00:00,69
2013-04-24 12:00:00,141
2013-04-24 13:00:00,70
2013-04-24 14:00:00,87
2013-04-24 22:00:00,124
2013-04-24 23:00:00,80
2013-04-25 09:00:00,134
2013-04-25 11:00:00,75
2013-04-25 16:00:00,69
2013-04-26 12:00:00,90
2013-04-29 22:00:00,78
2013-05-02 08:00:00,88
2013-05-02 15:00:00,100
2013-05-03 11:00:00,95
2013-05-05 15:00:00,86
2013-05-05 23:00:00,89
2013-05-06 12:00:00,79
2013-05-06 15:00:00,75
2013-05-06 21:00:00,137
2013-05-08 02:00:00,81
2013-05-09 10:00:00,72
2013-05-09 14:00:00,105
2013-05-10 10:00:00,78
2013-05-10 12:00:00,113
2013-05-10 16:00:00,115
2013-05-10 21:00:00,89
2013-05-11 11:00:00,79
2013-05-11 13:00:00,90
2013-05-12 22:00:00,96
2013-05-13 16:00:00,190
2013-05-13 20:00:00,94
2013-05-14 11:00:00,90
2013-05-15 00:00:00,77
2013-05-15 01:00:00,83
2013-05-15 06:00:00,85
2013-05-15 13:00:00,89
2013-05-15 15:00:00,79
2013-05-15 17:00:00,103
2013-05-16 11:00:00,155
2013-05-16 16:00:00,114
2013-05-18 04:00:00,107
2013-05-19 00:00:00,123
2013-05-19 13:00:00,86
2013-05-19 14:00:00,137
2013-05-19 16:00:00,147
2013-05-19 17:00:00,91
2013-05-19 19:00:00,77
2013-05-19 20:00:00,133
2013-05-19 21:00:00,149
2013-05-19 22:00:00,108
2013-05-20 00:00:00,140
2013-05-20 01:00:00,158
2013-05-20 10:00:00,203
2013-05-20 11:00:00,75
2013-05-20 15:00:00,107
2013-05-20 17:00:00,109
2013-05-20 20:00:00,101
2013-05-21 06:00:00,85
2013-05-21 16:00:00,118
2013-05-21 17:00:00,137
2013-05-21 19:00:00,134
2013-05-21 22:00:00,128
2013-05-21 23:00:00,74
2013-05-22 00:00:00,103
2013-05-22 10:00:00,81
2013-05-22 11:00:00,114
2013-05-22 16:00:00,77
2013-05-22 23:00:00,107
2013-05-23 16:00:00,87
2013-05-23 23:00:00,67
2013-05-24 02:00:00,78
2013-05-24 10:00:00,79
2013-05-24 11:00:00,83
2013-05-24 12:00:00,94
2013-05-24 18:00:00,97
2013-05-25 19:00:00,73
2013-05-26 22:00:00,99
2013-05-28 10:00:00,93
2013-05-29 10:00:00,142
2013-05-29 16:00:00,90
2013-05-29 17:00:00,81
2013-05-30 21:00:00,91
2013-06-03 15:00:00,100
2013-06-03 16:00:00,120
2013-06-03 17:00:00,136
2013-06-03 18:00:00,119
2013-06-03 21:00:00,93
2013-06-04 21:00:00,101
2013-06-04 22:00:00,101
2013-06-05 09:00:00,106
2013-06-05 10:00:00,116
2013-06-05 15:00:00,111
2013-06-05 16:00:00,142
2013-06-05 18:00:00,71
2013-06-05 23:00:00,152
2013-06-06 02:00:00,77
2013-06-06 03:00:00,306
2013-06-06 04:00:00,180
2013-06-06 05:00:00,87
2013-06-06 06:00:00,142
2013-06-06 07:00:00,198
2013-06-06 08:00:00,234
2013-06-06 09:00:00,1947
2013-06-06 10:00:00,1872
2013-06-06 11:00:00,1497
2013-06-06 12:00:00,1743
2013-06-06 13:00:00,1559
2013-06-06 14:00:00,1044
2013-06-06 15:00:00,917
2013-06-06 16:00:00,1227
2013-06-06 17:00:00,811
2013-06-06 18:00:00,702
2013-06-06 19:00:00,709
2013-06-06 20:00:00,573
2013-06-06 21:00:00,611
2013-06-06 22:00:00,472
2013-06-06 23:00:00,406
2013-06-07 00:00:00,401
2013-06-07 01:00:00,381
2013-06-07 02:00:00,516
2013-06-07 03:00:00,545
2013-06-07 04:00:00,486
2013-06-07 05:00:00,340
2013-06-07 06:00:00,343
2013-06-07 07:00:00,440
2013-06-07 08:00:00,396
2013-06-07 09:00:00,515
2013-06-07 10:00:00,510
2013-06-07 11:00:00,440
2013-06-07 12:00:00,358
2013-06-07 13:00:00,319
2013-06-07 14:00:00,400
2013-06-07 15:00:00,207
2013-06-07 16:00:00,523
2013-06-07 17:00:00,276
2013-06-07 18:00:00,326
2013-06-07 19:00:00,201
2013-06-07 20:00:00,160
2013-06-07 21:00:00,221
2013-06-07 22:00:00,219
2013-06-07 23:00:00,127
2013-06-08 00:00:00,156
2013-06-08 01:00:00,105
2013-06-08 02:00:00,132
2013-06-08 03:00:00,90
2013-06-08 04:00:00,135
2013-06-08 05:00:00,153
2013-06-08 06:00:00,128
2013-06-08 07:00:00,153
2013-06-08 08:00:00,143
2013-06-08 09:00:00,202
2013-06-08 10:00:00,196
2013-06-08 11:00:00,256
2013-06-08 12:00:00,190
2013-06-08 13:00:00,155
2013-06-08 14:00:00,191
2013-06-08 15:00:00,128
2013-06-08 16:00:00,168
2013-06-08 17:00:00,140
2013-06-08 18:00:00,128
2013-06-08 19:00:00,127
2013-06-08 20:00:00,81
2013-06-08 21:00:00,167
2013-06-08 22:00:00,164
2013-06-08 23:00:00,179
2013-06-09 00:00:00,154
2013-06-09 01:00:00,113
2013-06-09 02:00:00,105
2013-06-09 03:00:00,192
2013-06-09 04:00:00,154
2013-06-09 05:00:00,91
2013-06-09 07:00:00,187
2013-06-09 08:00:00,83
2013-06-09 09:00:00,118
2013-06-09 10:00:00,108
2013-06-09 11:00:00,117
2013-06-09 12:00:00,123
2013-06-09 13:00:00,142
2013-06-09 14:00:00,231
2013-06-09 16:00:00,136
2013-06-09 17:00:00,111
2013-06-09 18:00:00,108
2013-06-09 19:00:00,81
2013-06-09 20:00:00,102
2013-06-09 21:00:00,138
2013-06-09 22:00:00,88
2013-06-09 23:00:00,111
2013-06-10 00:00:00,168
2013-06-10 02:00:00,156
2013-06-10 03:00:00,230
2013-06-10 04:00:00,167
2013-06-10 05:00:00,82
2013-06-10 07:00:00,123
2013-06-10 08:00:00,96
